"alt","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
35,266,270,262,2284,407,68,63,1068,209,209,1041,99,86,296,326,212,114,263,270
427,248,251,244,1881,300,7,68,818,40,307,73,131,75,328,335,162,173,247,244
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
251,254,261,248,1840,311,42,59,831,140,241,791,101,80,497,318,193,125,249,256
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
258,256,261,251,2236,353,13,65,1005,76,498,1005,120,71,443,342,173,169,251,254
161,264,268,261,1474,339,12,91,860,55,123,140,107,82,311,329,200,129,262,265
65,270,274,266,2372,439,31,79,1288,111,132,1197,104,88,292,331,213,118,268,273
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
215,262,265,259,1518,343,11,89,886,55,134,829,108,81,281,328,196,132,260,263
276,254,260,248,2415,383,9,69,1082,49,340,1080,134,69,542,356,162,194,249,252
193,260,264,257,1757,287,9,69,764,39,259,764,128,76,304,345,177,168,257,260
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
281,249,253,246,1958,285,21,57,830,119,303,765,120,81,282,322,175,147,248,249
42,266,270,262,2300,411,68,65,1088,212,212,1070,99,86,297,326,212,114,263,270
427,248,251,244,1881,300,7,68,818,40,307,73,131,75,328,335,162,173,247,244
427,248,251,244,1881,300,7,68,818,40,307,73,131,75,328,335,162,173,247,244
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
427,248,251,244,1881,300,7,68,818,40,307,73,131,75,328,335,162,173,247,244
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
193,260,264,257,1757,287,9,69,764,39,259,764,128,76,304,345,177,168,257,260
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
258,256,261,251,2236,353,13,65,1005,76,498,1005,120,71,443,342,173,169,251,254
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
65,270,274,266,2372,439,31,79,1288,111,132,1197,104,88,292,331,213,118,268,273
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
258,256,261,251,2236,353,13,65,1005,76,498,1005,120,71,443,342,173,169,251,254
427,248,251,244,1881,300,7,68,818,40,307,73,131,75,328,335,162,173,247,244
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
31,269,272,265,2463,429,55,71,1269,175,175,1156,101,89,281,328,215,113,267,272
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
65,270,274,266,2372,439,31,79,1288,111,132,1197,104,88,292,331,213,118,268,273
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
193,260,264,257,1757,287,9,69,764,39,259,764,128,76,304,345,177,168,257,260
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
199,265,268,259,1644,260,4,70,724,28,247,64,128,75,364,349,179,170,264,260
199,265,268,259,1644,260,4,70,724,28,247,64,128,75,364,349,179,170,264,260
199,265,268,259,1644,260,4,70,724,28,247,64,128,75,364,349,179,170,264,260
196,261,265,258,1748,288,8,69,765,38,255,735,128,75,323,346,177,169,258,260
196,261,265,258,1748,288,8,69,765,38,255,735,128,75,323,346,177,169,258,260
196,261,265,258,1748,288,8,69,765,38,255,735,128,75,323,346,177,169,258,260
196,261,265,258,1748,288,8,69,765,38,255,735,128,75,323,346,177,169,258,260
241,258,262,254,1709,276,9,68,747,39,246,747,128,75,335,343,174,169,254,258
241,258,262,254,1709,276,9,68,747,39,246,747,128,75,335,343,174,169,254,258
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
251,260,263,257,1605,357,12,89,933,59,145,871,108,83,272,326,196,130,258,261
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
105,270,273,265,2356,445,27,79,1268,93,131,1203,104,86,306,331,211,120,268,273
28,271,280,265,1687,281,31,64,798,101,101,607,86,81,613,330,225,105,265,280
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
196,261,265,258,1748,288,8,69,765,38,255,735,128,75,323,346,177,169,258,260
196,261,265,258,1748,288,8,69,765,38,255,735,128,75,323,346,177,169,258,260
196,261,265,258,1748,288,8,69,765,38,255,735,128,75,323,346,177,169,258,260
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
217,261,264,257,1735,274,7,69,750,35,266,72,129,75,300,346,176,170,259,258
31,271,274,266,2426,442,42,75,1281,142,142,1172,103,88,287,331,215,116,268,274
188,260,264,256,1832,290,12,67,791,49,271,779,125,77,317,342,180,162,256,260
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
26,268,276,262,1788,281,49,55,776,176,176,731,90,80,603,330,218,112,262,276
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
203,261,266,258,1808,294,7,69,793,38,260,793,128,75,342,346,177,169,258,260
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
74,264,268,260,2187,402,57,65,1051,187,187,1022,99,86,301,325,210,115,261,268
67,270,277,264,2029,302,65,50,853,215,309,834,98,80,494,334,213,121,266,273
215,262,265,259,1518,343,11,89,886,55,134,829,108,81,281,328,196,132,260,263
16,271,275,265,2329,386,34,66,1133,149,199,1060,87,87,361,323,224,99,267,275
84,270,276,264,2154,328,63,52,915,213,251,915,96,81,476,332,214,118,264,274
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
39,260,266,254,2410,451,16,72,1209,77,77,1209,96,80,480,326,207,119,254,266
309,252,256,248,1954,301,8,68,863,42,503,74,132,75,351,340,165,175,251,248
109,270,273,266,2218,426,22,81,1192,83,132,1153,103,85,297,331,211,120,268,273
93,263,268,259,2135,387,42,64,1004,167,167,973,97,85,355,324,210,114,259,268
217,261,264,257,1735,274,7,69,750,35,266,72,129,75,300,346,176,170,259,258
16,271,275,265,2329,386,34,66,1133,149,199,1060,87,87,361,323,224,99,267,275
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
309,252,256,248,1954,301,8,68,863,42,503,74,132,75,351,340,165,175,251,248
215,262,265,259,1518,343,11,89,886,55,134,829,108,81,281,328,196,132,260,263
36,267,271,261,2420,405,61,59,1112,216,216,1057,90,87,352,322,219,103,263,271
124,266,270,262,1907,344,20,73,926,76,95,823,100,78,335,333,206,127,262,268
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
26,268,276,262,1788,281,49,55,776,176,176,731,90,80,603,330,218,112,262,276
226,263,266,258,1647,262,5,69,721,31,247,69,128,75,320,347,178,169,262,260
250,256,262,251,2387,373,10,68,1079,65,331,1061,128,69,491,350,167,183,251,253
226,263,266,258,1647,262,5,69,721,31,247,69,128,75,320,347,178,169,262,260
223,265,268,259,1752,276,4,71,785,30,257,63,127,74,397,349,179,170,266,260
31,263,268,257,2537,487,22,74,1304,93,133,1147,94,82,466,325,211,114,257,267
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
203,261,266,258,1808,294,7,69,793,38,260,793,128,75,342,346,177,169,258,260
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
20,265,271,259,2795,559,17,85,1535,61,133,1341,87,82,471,324,219,105,259,271
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
163,263,267,260,1681,380,19,88,968,73,139,917,104,86,295,324,204,120,261,264
39,264,269,260,2285,414,51,62,1069,182,218,1017,97,85,340,325,211,114,260,268
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
188,260,264,256,1832,290,12,67,791,49,271,779,125,77,317,342,180,162,256,260
74,264,268,260,2187,402,57,65,1051,187,187,1022,99,86,301,325,210,115,261,268
39,264,269,260,2285,414,51,62,1069,182,218,1017,97,85,340,325,211,114,260,268
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
22,261,267,255,2526,461,18,72,1273,82,127,1273,96,80,489,327,207,120,255,266
67,270,277,264,2029,302,65,50,853,215,309,834,98,80,494,334,213,121,266,273
55,272,276,268,2426,449,29,77,1284,100,134,1222,104,87,318,334,215,119,270,275
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
16,268,271,263,2373,340,82,48,954,266,266,936,103,87,327,331,213,118,265,271
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
20,265,271,259,2795,559,17,85,1535,61,133,1341,87,82,471,324,219,105,259,271
31,271,274,266,2426,442,42,75,1281,142,142,1172,103,88,287,331,215,116,268,274
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
39,260,266,254,2410,451,16,72,1209,77,77,1209,96,80,480,326,207,119,254,266
20,265,271,259,2795,559,17,85,1535,61,133,1341,87,82,471,324,219,105,259,271
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
26,267,270,262,2407,394,72,56,1069,245,245,1032,93,86,317,324,217,107,263,270
26,268,272,263,2356,385,60,58,1072,217,217,1024,90,88,333,323,221,102,264,272
93,263,268,259,2135,387,42,64,1004,167,167,973,97,85,355,324,210,114,259,268
169,264,268,261,1456,332,11,89,851,53,125,798,108,81,300,330,198,132,262,265
13,269,273,264,2531,392,51,61,1143,169,227,1077,99,88,322,329,217,112,266,273
269,256,260,252,1781,297,19,66,799,82,219,735,109,79,315,327,190,137,254,257
84,270,276,264,2154,328,63,52,915,213,251,915,96,81,476,332,214,118,264,274
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
288,254,260,247,2419,392,10,69,1086,46,343,1086,136,69,547,357,160,197,247,251
309,252,256,248,1954,301,8,68,863,42,503,74,132,75,351,340,165,175,251,248
42,263,268,258,2424,470,30,69,1201,127,143,1090,94,83,415,324,212,112,258,268
93,263,268,259,2135,387,42,64,1004,167,167,973,97,85,355,324,210,114,259,268
217,261,264,257,1735,274,7,69,750,35,266,72,129,75,300,346,176,170,259,258
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
202,259,263,255,1873,295,14,67,795,52,282,793,125,76,309,341,178,163,255,258
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
20,265,271,259,2795,559,17,85,1535,61,133,1341,87,82,471,324,219,105,259,271
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
67,270,277,264,2029,302,65,50,853,215,309,834,98,80,494,334,213,121,266,273
254,257,261,252,1837,307,19,66,837,84,220,760,108,80,313,326,192,134,255,258
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
293,255,258,251,1824,290,8,68,790,38,294,71,130,76,300,341,170,171,254,252
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
203,261,266,258,1808,294,7,69,793,38,260,793,128,75,342,346,177,169,258,260
217,261,264,257,1735,274,7,69,750,35,266,72,129,75,300,346,176,170,259,258
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
496,243,249,236,2442,416,10,71,1106,37,357,1103,140,68,596,350,146,204,240,241
496,243,249,236,2442,416,10,71,1106,37,357,1103,140,68,596,350,146,204,240,241
496,243,249,236,2442,416,10,71,1106,37,357,1103,140,68,596,350,146,204,240,241
496,243,249,236,2442,416,10,71,1106,37,357,1103,140,68,596,350,146,204,240,241
217,261,264,257,1735,274,7,69,750,35,266,72,129,75,300,346,176,170,259,258
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
199,265,268,259,1644,260,4,70,724,28,247,64,128,75,364,349,179,170,264,260
191,259,263,256,1850,294,14,66,788,55,274,779,124,77,315,340,180,160,256,259
191,259,263,256,1850,294,14,66,788,55,274,779,124,77,315,340,180,160,256,259
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
467,245,251,238,2433,406,10,70,1098,39,364,1098,140,68,591,351,148,203,238,242
467,245,251,238,2433,406,10,70,1098,39,364,1098,140,68,591,351,148,203,238,242
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
42,267,270,264,2414,441,60,68,1189,208,228,1137,101,88,250,326,212,114,265,268
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
273,255,260,248,2410,374,9,69,1079,53,338,1073,133,69,539,354,163,191,249,252
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
24,260,269,254,2082,368,33,70,1022,122,142,509,88,77,595,321,207,114,256,266
35,266,270,262,2284,407,68,63,1068,209,209,1041,99,86,296,326,212,114,263,270
25,266,270,261,2390,409,63,58,1088,221,221,1037,94,87,335,324,216,108,262,270
411,253,262,247,1808,378,43,63,843,149,149,430,102,78,628,330,200,130,249,262
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
33,268,270,263,2509,427,69,60,1164,248,260,1097,98,89,256,325,215,110,265,270
21,268,271,264,2601,401,84,54,1137,277,277,1107,95,89,277,324,218,106,266,271
40,266,269,261,2340,394,77,57,1047,241,241,1012,97,88,294,324,214,110,263,269
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
32,267,270,261,2442,414,65,61,1132,209,214,1039,104,86,345,331,211,120,263,270
53,267,270,263,2215,419,55,71,1118,176,201,1084,101,87,273,327,211,116,264,268
61,266,272,262,2182,376,36,60,978,171,171,951,94,84,403,326,215,111,262,272
169,264,268,261,1456,332,11,89,851,53,125,798,108,81,300,330,198,132,262,265
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
55,262,267,258,2266,413,38,64,1069,153,182,1069,97,83,384,325,209,116,258,267
193,260,264,257,1757,287,9,69,764,39,259,764,128,76,304,345,177,168,257,260
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
258,256,260,252,1737,288,17,65,742,75,236,704,115,78,314,331,185,146,254,257
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
39,260,266,254,2410,451,16,72,1209,77,77,1209,96,80,480,326,207,119,254,266
28,267,270,262,2473,439,56,65,1182,183,183,1066,105,87,314,331,211,120,264,270
257,258,262,253,1864,318,20,68,868,84,209,781,105,80,333,326,195,131,255,259
258,256,260,252,1737,288,17,65,742,75,236,704,115,78,314,331,185,146,254,257
53,267,270,263,2215,419,55,71,1118,176,201,1084,101,87,273,327,211,116,264,268
31,267,272,261,2620,491,32,75,1350,116,116,1226,86,86,429,322,222,100,262,272
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
71,264,270,259,2249,375,31,58,977,165,165,977,92,83,430,324,214,110,259,270
193,260,264,257,1757,287,9,69,764,39,259,764,128,76,304,345,177,168,257,260
39,260,266,254,2410,451,16,72,1209,77,77,1209,96,80,480,326,207,119,254,266
77,263,269,259,2204,378,33,60,984,160,160,984,93,83,415,324,213,111,259,269
65,267,271,263,2019,415,36,79,1101,116,178,1039,102,87,283,327,210,117,264,268
38,266,269,262,2278,394,71,60,1041,228,228,999,98,87,273,325,213,112,263,269
14,267,270,263,2365,347,75,52,987,233,233,956,105,88,320,331,212,119,265,270
15,269,272,265,2550,420,56,63,1211,206,206,1133,98,89,263,326,217,109,267,272
94,264,268,259,2097,396,54,68,1031,177,177,998,99,85,325,325,209,116,260,268
27,261,267,254,2515,484,11,77,1314,55,55,1314,96,80,517,327,207,120,254,267
